cve_id,cve_href,cwe_id,vuln_type,publish_date,update_date,score,acces_level,access,complexity,authentication,confidentiality,integrity,availability,summary,github,refs
CVE-2001-1573,https://www.cvedetails.com/cve/CVE-2001-1573/,,Exec Code Overflow,2001-12-31,2008-09-05,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Buffer overflow in smtpscan.dll for Trend Micro InterScan VirusWall 3.51 for Windows NT has allows remote attackers to execute arbitrary code via a certain configuration parameter.,[],['https://cert.uni-stuttgart.de/archive/bugtraq/2001/06/msg00407.html']
CVE-2001-1572,https://www.cvedetails.com/cve/CVE-2001-1572/,,Bypass,2001-12-31,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,"The MAC module in Netfilter in Linux kernel 2.4.1 through 2.4.11, when configured to filter based on MAC addresses, allows remote attackers to bypass packet filters via small packets.",[],"['http://www.iss.net/security_center/static/7267.php', 'http://www.securityfocus.com/bid/3418', 'http://archives.neohapsis.com/archives/bugtraq/2001-10/0057.html']"
CVE-2001-1571,https://www.cvedetails.com/cve/CVE-2001-1571/,,,2001-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,"The Remote Desktop client in Windows XP sends the most recent user account name in cleartext, which could allow remote attackers to obtain terminal server user account names via sniffing.",[],"['http://archives.neohapsis.com/archives/bugtraq/2001-12/0213.html', 'http://www.securityfocus.com/bid/3720', 'http://www.iss.net/security_center/static/7732.php']"
CVE-2001-1570,https://www.cvedetails.com/cve/CVE-2001-1570/,,,2001-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,None,None,"Windows XP with fast user switching and account lockout enabled allows local users to deny user account access by setting the fast user switch to the same user (self) multiple times, which causes other accounts to be locked out.",[],"['http://archives.neohapsis.com/archives/bugtraq/2001-12/0213.html', 'http://www.securityfocus.com/bid/3717', 'http://www.iss.net/security_center/static/7731.php']"
CVE-2001-1569,https://www.cvedetails.com/cve/CVE-2001-1569/,,,2001-12-31,2008-09-05,6.4,None,Remote,Low,Not required,Partial,Partial,Partial,"Openwave WAP gateway does not verify the fully qualified domain name URL with X.509 certificates from root certificate authorities, which allows remote attackers to spoof SSL certificates via a man-in-the-middle attack.",[],"['http://www.iss.net/security_center/static/6814.php', 'http://www.securityfocus.com/archive/1/195619']"
CVE-2001-1568,https://www.cvedetails.com/cve/CVE-2001-1568/,,,2001-12-31,2008-09-05,6.4,None,Remote,Low,Not required,Partial,Partial,Partial,"CMG WAP gateway does not verify the fully qualified domain name URL with X.509 certificates from root certificate authorities, which allows remote attackers to spoof SSL certificates via a man-in-the-middle attack.",[],"['http://archives.neohapsis.com/archives/bugtraq/2001-07/0127.html', 'http://www.iss.net/security_center/static/6814.php']"
CVE-2001-1567,https://www.cvedetails.com/cve/CVE-2001-1567/,,Bypass,2001-12-31,2016-10-17,5.0,None,Remote,Low,Not required,Partial,None,None,"Lotus Domino server 5.0.9a and earlier allows remote attackers to bypass security restrictions and view Notes database files and possibly sensitive Notes template files (.ntf) via an HTTP request with a large number of ""+"" characters before the .nsf file extension, which are converted to spaces by Domino.",[],"['http://www.securityfocus.com/bid/4022', 'http://www.iss.net/security_center/static/8072.php', 'http://www.nextgenss.com/papers/hpldws.pdf', 'https://marc.info/?l=bugtraq&m=101284222932568&w=2', 'https://marc.info/?l=bugtraq&m=101285903120879&w=2', 'https://marc.info/?l=bugtraq&m=101286525008089&w=2']"
CVE-2001-1566,https://www.cvedetails.com/cve/CVE-2001-1566/,,Exec Code,2001-12-31,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Format string vulnerability in libvanessa_logger 0.0.1 in Perdition 0.1.8 allows remote attackers to execute arbitrary code via format string specifiers in the __vanessa_logger_log function.,[],"['http://archives.neohapsis.com/archives/vulnwatch/2001-q4/0082.html', 'http://www.securityfocus.com/bid/3740', 'http://www.derkeiler.com/Mailing-Lists/securityfocus/bugtraq/2001-12/0260.html']"
CVE-2001-1565,https://www.cvedetails.com/cve/CVE-2001-1565/,,+Info,2001-12-31,2008-09-05,2.1,None,Local,Low,Not required,Partial,None,None,"Point to Point Protocol daemon (pppd) in MacOS x 10.0 and 10.1 through 10.1.5 provides the username and password on the command line, which allows local users to obtain authentication information via the ps command.",[],"['http://www.iss.net/security_center/static/7750.php', 'http://www.securityfocus.com/bid/3753', 'http://www.macsecurity.org/pipermail/macsec/2001-December/000299.html']"
CVE-2001-1564,https://www.cvedetails.com/cve/CVE-2001-1564/,,DoS,2001-12-31,2017-10-11,2.1,None,Local,Low,Not required,None,None,None,"setrlimit in HP-UX 10.01, 10.10, 10.24, 10.20, 11.00, 11.04 and 11.11 does not properly enforce core file size on processes after setuid or setgid privileges are dropped, which could allow local users to cause a denial of service by exhausting available disk space.",[],"['http://www.securityfocus.com/bid/3416', 'http://www.iss.net/security_center/static/6810.php', 'http://archives.neohapsis.com/archives/hp/2001-q3/0000.html']"
CVE-2001-1563,https://www.cvedetails.com/cve/CVE-2001-1563/,,,2001-12-31,2017-07-10,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,"Unknown vulnerability in Tomcat 3.2.1 running on HP Secure OS for Linux 1.0 allows attackers to access servlet resources.  NOTE: due to the vagueness of the vendor advisory, it is not clear whether this issue is already covered by other CVE identifiers.",[],"['http://archives.neohapsis.com/archives/hp/2001-q4/0062.html', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/42892']"
CVE-2001-1562,https://www.cvedetails.com/cve/CVE-2001-1562/,,+Priv,2001-12-31,2016-10-17,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Format string vulnerability in nvi before 1.79 allows local users to gain privileges via format string specifiers in a filename.,[],"['http://www.iss.net/security_center/static/7317.php', 'http://www.securityfocus.com/bid/3456', 'https://marc.info/?l=bugtraq&m=100526142205694&w=2', 'https://www.debian.org/security/2001/dsa-085']"
CVE-2001-1561,https://www.cvedetails.com/cve/CVE-2001-1561/,,Exec Code Overflow,2001-12-31,2008-09-05,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Buffer overflow in Xvt 2.1 in Debian Linux 2.2 allows local users to execute arbitrary code via long (1) -name and (2) -T arguments.,[],"['http://www.iss.net/security_center/static/6781.php', 'http://www.securityfocus.com/bid/2955', 'http://www.securityfocus.com/bid/2964', 'https://www.debian.org/security/2001/dsa-082', 'http://archives.neohapsis.com/archives/bugtraq/2001-07/0024.html']"
CVE-2001-1560,https://www.cvedetails.com/cve/CVE-2001-1560/,,DoS,2001-12-31,2019-04-30,2.1,None,Local,Low,Not required,None,None,None,Win32k.sys (aka Graphics Device Interface (GDI)) in Windows 2000 and XP allows local users to cause a denial of service (system crash) by calling the ShowWindow function after receiving a WM_NCCREATE message.,[],"['http://www.derkeiler.com/Mailing-Lists/NT-Bugtraq/2001-10/0066.html', 'http://www.securityfocus.com/bid/3481', 'http://www.iss.net/security_center/static/7409.php']"
CVE-2001-1559,https://www.cvedetails.com/cve/CVE-2001-1559/,,DoS,2001-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,None,None,"The uipc system calls (uipc_syscalls.c) in OpenBSD 2.9 and 3.0 provide user mode return instead of versus rval kernel mode values to the fdrelease function, which allows local users to cause a denial of service and trigger a null dereference.",[],"['http://archives.neohapsis.com/archives/bugtraq/2001-12/0014.html', 'http://monkey.org/openbsd/archive/tech/0112/msg00015.html', 'http://www.iss.net/security_center/static/7690.php']"
CVE-2001-1558,https://www.cvedetails.com/cve/CVE-2001-1558/,,DoS,2001-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,None,None,Unknown vulnerability in IP defragmenter (frag2) in Snort before 1.8.3 allows attackers to cause a denial of service (crash).,[],['http://archives.neohapsis.com/archives/snort/2001-11/0990.html']
CVE-2001-1557,https://www.cvedetails.com/cve/CVE-2001-1557/,,Overflow +Priv,2001-12-31,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Buffer overflow in ftpd in IBM AIX 4.3 and 5.1 allows attackers to gain privileges.,[],"['http://www-1.ibm.com/support/search.wss?rs=0&q=IY20486&apar=only', 'http://www-1.ibm.com/support/search.wss?rs=0&q=IY23674&apar=only']"
CVE-2001-1556,https://www.cvedetails.com/cve/CVE-2001-1556/,,,2001-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,Partial,Partial,"The log files in Apache web server contain information directly supplied by clients and does not filter or quote control characters, which could allow remote attackers to hide HTTP requests and spoof source IP addresses when logs are viewed with UNIX programs such as cat, tail, and grep.",[],"['http://archives.neohapsis.com/archives/bugtraq/2001-10/0231.html', 'https://httpd.apache.org/docs/logs.html', 'http://www.iss.net/security_center/static/7363.php']"
CVE-2001-1555,https://www.cvedetails.com/cve/CVE-2001-1555/,,,2001-12-31,2018-10-30,4.6,User,Local,Low,Not required,Partial,Partial,Partial,"pt_chmod in Solaris 8 does not call fdetach to reset terminal privileges when users log out of terminals, which allows local users to write to other users' terminals by modifying the ACL of a TTY.",[],"['http://www.securityfocus.com/bid/3522', 'http://sunsolve.sun.com/search/document.do?assetkey=1-26-43929-1', 'http://securitytracker.com/id?1002732', 'http://securitytracker.com/id?1004035']"
CVE-2001-1554,https://www.cvedetails.com/cve/CVE-2001-1554/,,DoS,2001-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,None,None,"IBM AIX 430 does not properly unlock IPPMTU_LOCK, which allows remote attackers to cause a denial of service (hang) via Path Maximum Transmit Unit (PMTU) IP packets.",[],['http://archives.neohapsis.com/archives/aix/2001-q4/0009.html']
CVE-2001-1553,https://www.cvedetails.com/cve/CVE-2001-1553/,,Exec Code Overflow,2001-12-31,2008-09-05,4.6,User,Local,Low,Not required,Partial,Partial,Partial,"Buffer overflow in setiathome for [email protected] 3.03, if installed setuid, could allow local users to execute arbitrary code via long command line options (1) socks_server, (2) socks_user, and (3) socks_passwd. NOTE: since the default configuration of setiathome is not setuid, perhaps this issue should not be included in CVE.",[],"['http://archives.neohapsis.com/archives/vuln-dev/2001-q4/0662.html', '/cdn-cgi/l/email-protection']"
CVE-2001-1552,https://www.cvedetails.com/cve/CVE-2001-1552/,,DoS,2001-12-31,2008-09-10,5.0,None,Remote,Low,Not required,None,None,None,ssdpsrv.exe in Windows ME allows remote attackers to cause a denial of service by sending multiple newlines in a Simple Service Discovery Protocol (SSDP) message.  NOTE: multiple replies to the original post state that the problem could not be reproduced.,[],"['http://archives.neohapsis.com/archives/bugtraq/2001-10/0133.html', 'http://www.securityfocus.com/bid/3442', 'http://www.iss.net/security_center/static/7318.php']"
CVE-2001-1551,https://www.cvedetails.com/cve/CVE-2001-1551/,,,2001-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,Partial,Partial,"Linux kernel 2.2.19 enables CAP_SYS_RESOURCE for setuid processes, which allows local users to exceed disk quota restrictions during execution of setuid programs.",[],['http://archives.neohapsis.com/archives/bugtraq/2001-10/0179.html']
CVE-2001-1550,https://www.cvedetails.com/cve/CVE-2001-1550/,,,2001-12-31,2017-07-10,2.1,None,Local,Low,Not required,Partial,None,None,"CentraOne 5.2 and Centra ASP with basic authentication enabled creates world-writable base64 encoded log files, which allows local users to obtain cleartext passwords from decoded log files and impersonate users.",[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/7820', 'http://www.securityfocus.com/bid/3704', 'http://archives.neohapsis.com/archives/vulnwatch/2001-q4/0072.html', 'http://archives.neohapsis.com/archives/ntbugtraq/2001-q4/0205.html']"
CVE-2001-1549,https://www.cvedetails.com/cve/CVE-2001-1549/,,Bypass,2001-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,Partial,Partial,Tiny Personal Firewall 1.0 and 2.0 allows local users to bypass filtering via non-standard TCP packets created with non-Windows protocol adapters.,[],"['http://archives.neohapsis.com/archives/bugtraq/2001-12/0056.html', 'http://www.securityfocus.com/bid/3647', 'http://www.iss.net/security_center/static/7671.php']"
CVE-2001-1548,https://www.cvedetails.com/cve/CVE-2001-1548/,,Bypass,2001-12-31,2008-09-05,2.1,None,Local,Low,Not required,None,Partial,Partial,ZoneAlarm 2.1 through 2.6 and ZoneAlarm Pro 2.4 and 2.6 allows local users to bypass filtering via non-standard TCP packets created with non-Windows protocol adapters.,[],"['http://archives.neohapsis.com/archives/bugtraq/2001-12/0056.html', 'http://archives.neohapsis.com/archives/bugtraq/2001-12/0065.html', 'http://www.securityfocus.com/bid/3647', 'http://www.iss.net/security_center/static/7671.php']"
CVE-2001-1547,https://www.cvedetails.com/cve/CVE-2001-1547/,,Exec Code,2001-12-31,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,"Outlook Express 6.0, with ""Do not allow attachments to be saved or opened that could potentially be a virus"" enabled, does not block email attachments from forwarded messages, which could allow remote attackers to execute arbitrary code.",[],['http://www.iss.net/security_center/static/7670.php']
CVE-2001-1546,https://www.cvedetails.com/cve/CVE-2001-1546/,,+Priv,2001-12-31,2008-09-05,4.6,User,Local,Low,Not required,Partial,Partial,Partial,"Pathways Homecare 6.5 uses weak encryption for user names and passwords, which allows local users to gain privileges by recovering the passwords from the pwhc.ini file.",[],"['http://www.securityfocus.com/bid/3653', 'http://www.iss.net/security_center/static/7682.php']"
CVE-2001-1545,https://www.cvedetails.com/cve/CVE-2001-1545/,,,2001-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,"Macromedia JRun 3.0 and 3.1 appends the jsessionid to URL requests (a.k.a. rewriting) when client browsers have cookies enabled, which allows remote attackers to obtain session IDs and hijack sessions via HTTP referrer fields or sniffing.",[],"['http://www.iss.net/security_center/static/7679.php', 'http://www.securityfocus.com/bid/3665', 'https://www.macromedia.com/v1/handlers/index.cfm?ID=22291&Method=Full']"
CVE-2001-1544,https://www.cvedetails.com/cve/CVE-2001-1544/,,Dir. Trav.,2001-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,"Directory traversal vulnerability in Macromedia JRun Web Server (JWS) 2.3.3, 3.0 and 3.1 allows remote attackers to read arbitrary files via a .. (dot dot) in the HTTP GET request.",[],"['http://www.iss.net/security_center/static/7678.php', 'http://www.securityfocus.com/bid/3666', 'https://www.macromedia.com/v1/handlers/index.cfm?ID=22290&Method=Full']"
CVE-2001-1543,https://www.cvedetails.com/cve/CVE-2001-1543/,,,2001-12-31,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,"Axis network camera 2120, 2110, 2100, 200+ and 200 contains a default administration password ""pass"", which allows remote attackers to gain access to the camera.",[],"['http://archives.neohapsis.com/archives/bugtraq/2001-12/0050.html', 'http://archives.neohapsis.com/archives/bugtraq/2001-12/0061.html', 'http://www.securityfocus.com/bid/3640', 'http://www.iss.net/security_center/static/7665.php']"
CVE-2001-1542,https://www.cvedetails.com/cve/CVE-2001-1542/,,Exec Code Bypass,2001-12-31,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,"NAI WebShield SMTP 4.5 and possibly 4.5 MR1a does not filter improperly MIME encoded email attachments, which could allow remote attackers to bypass filtering and possibly execute arbitrary code in email clients that process the invalid attachments.",[],"['http://archives.neohapsis.com/archives/bugtraq/2001-11/0294.html', 'http://www.securityfocus.com/bid/3601', 'http://www.iss.net/security_center/static/7637.php']"
CVE-2001-1541,https://www.cvedetails.com/cve/CVE-2001-1541/,,Exec Code Overflow,2001-12-31,2008-09-05,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,Buffer overflow in Unix-to-Unix Copy Protocol (UUCP) in BSDI BSD/OS 3.0 through 4.2 allows local users to execute arbitrary code via a long command line argument.,[],"['http://www.iss.net/security_center/static/7633.php', 'http://www.securityfocus.com/archive/1/243096', 'http://www.securityfocus.com/bid/3603']"
CVE-2001-1540,https://www.cvedetails.com/cve/CVE-2001-1540/,,DoS,2001-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,None,None,"IPRoute 0.973, 0.974 and 1.18 allows remote attackers to cause a denial of service via fragmented IP packets that split the TCP header.",[],"['http://archives.neohapsis.com/archives/bugtraq/2001-12/0047.html', 'http://www.iss.net/security_center/static/7664.php']"
CVE-2001-1539,https://www.cvedetails.com/cve/CVE-2001-1539/,CWE-119,DoS Overflow,2001-12-31,2010-01-08,5.0,None,Remote,Low,Not required,None,None,None,Stack consumption vulnerability in Internet Explorer The JavaScript settimeout function in Internet Explorer allows remote attackers to cause a denial of service (crash) via the JavaScript settimeout function.  NOTE: the vendor could not reproduce the problem.,[],"['http://archives.neohapsis.com/archives/bugtraq/2001-12/0008.html', 'http://www.iss.net/security_center/static/7661.php', 'http://archives.neohapsis.com/archives/bugtraq/2001-12/0034.html']"
CVE-2001-1538,https://www.cvedetails.com/cve/CVE-2001-1538/,,,2001-12-31,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,"SpeedXess HA-120 DSL router has a default administrative password of ""speedxess"", which allows remote attackers to gain access.",[],"['http://www.securityfocus.com/bid/3617', 'http://www.iss.net/security_center/static/7655.php', 'http://archives.neohapsis.com/archives/bugtraq/2001-12/0032.html']"
CVE-2001-1537,https://www.cvedetails.com/cve/CVE-2001-1537/,,+Priv +Info,2001-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,"The default ""basic"" security setting' in config.php for TWIG webmail 2.7.4 and earlier stores cleartext usernames and passwords in cookies, which could allow attackers to obtain authentication information and gain privileges.",[],"['http://archives.neohapsis.com/archives/bugtraq/2001-11/0245.html', 'http://www.iss.net/security_center/static/7619.php', 'http://www.securityfocus.com/bid/3591']"
CVE-2001-1536,https://www.cvedetails.com/cve/CVE-2001-1536/,,XSS +Info,2001-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,"Autogalaxy stores usernames and passwords in cleartext in cookies, which makes it easier for remote attackers to obtain authentication information and gain unauthorized access via sniffing or a cross-site scripting attack.",[],"['http://www.derkeiler.com/Mailing-Lists/securityfocus/bugtraq/2001-11/0225.html', 'http://www.securityfocus.com/bid/3587', 'http://www.iss.net/security_center/static/7621.php']"
CVE-2001-1535,https://www.cvedetails.com/cve/CVE-2001-1535/,,,2001-12-31,2008-09-05,4.6,User,Local,Low,Not required,Partial,Partial,Partial,"Slashcode 2.0 creates new accounts with an 8-character random password, which could allow local users to obtain session ID's from cookies and gain unauthorized access via a brute force attack.",[],"['https://cert.uni-stuttgart.de/archive/bugtraq/2001/11/msg00084.html', 'http://www.securityfocus.com/bid/3519', 'http://www.iss.net/security_center/static/7493.php']"
CVE-2001-1534,https://www.cvedetails.com/cve/CVE-2001-1534/,,Bypass +Info,2001-12-31,2008-09-05,2.1,None,Local,Low,Not required,Partial,None,None,"mod_usertrack in Apache 1.3.11 through 1.3.20 generates session ID's using predictable information including host IP address, system time and server process ID, which allows local users to obtain session ID's and bypass authentication when these session ID's are used for authentication.",[],"['https://cert.uni-stuttgart.de/archive/bugtraq/2001/11/msg00084.html', 'http://www.securityfocus.com/bid/3521', 'http://www.iss.net/security_center/static/7494.php']"
CVE-2001-1533,https://www.cvedetails.com/cve/CVE-2001-1533/,,DoS,2001-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,None,None,"** DISPUTED * Microsoft Internet Security and Acceleration (ISA) Server 2000 allows remote attackers to cause a denial of service via a flood of fragmented UDP packets.  NOTE: the vendor disputes this issue, saying that it requires high bandwidth to exploit, and the server does not experience any instability.  Therefore this ""laws of physics"" issue might not be included in CVE.",[],"['https://cert.uni-stuttgart.de/archive/bugtraq/2001/11/msg00018.html', 'https://cert.uni-stuttgart.de/archive/bugtraq/2001/11/msg00031.html', 'http://www.securityfocus.com/bid/3501', 'http://www.iss.net/security_center/static/7446.php']"
CVE-2001-1532,https://www.cvedetails.com/cve/CVE-2001-1532/,,,2001-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,"WebX stores authentication information in the HTTP_REFERER variable, which is included in URL links within bulletin board messages posted by users, which could allow remote attackers to hijack user sessions.",[],"['http://www.iss.net/security_center/static/7458.php', 'http://www.securityfocus.com/archive/1/223799']"
CVE-2001-1531,https://www.cvedetails.com/cve/CVE-2001-1531/,,DoS Exec Code Overflow,2001-12-31,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Buffer overflow in Claris Emailer 2.0v2 allows remote attackers to cause a denial of service and possibly execute arbitrary code via an email attachment with a long filename.,[],"['http://archives.neohapsis.com/archives/bugtraq/2001-10/0162.html', 'http://www.securityfocus.com/bid/3454', 'http://www.iss.net/security_center/static/7314.php']"
CVE-2001-1530,https://www.cvedetails.com/cve/CVE-2001-1530/,,Exec Code,2001-12-31,2008-09-05,4.6,User,Local,Low,Not required,Partial,Partial,Partial,"run.cgi in Webmin 0.80 and 0.88 creates temporary files with world-writable permissions, which allows local users to execute arbitrary commands.",[],"['http://archives.neohapsis.com/archives/vulnwatch/2001-q4/0015.html', 'http://www.securiteam.com/unixfocus/6R00M0K2UC.html']"
