cve_id,cve_href,cwe_id,vuln_type,publish_date,update_date,score,acces_level,access,complexity,authentication,confidentiality,integrity,availability,summary,github,refs
CVE-2002-2417,https://www.cvedetails.com/cve/CVE-2002-2417/,CWE-287,+Priv,2002-12-31,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"acFTP 1.4 does not properly handle when an invalid password is provided by the user during authentication, which allows remote attackers to hide or misrepresent certain activity from log files and possibly gain privileges.",[],"['http://archives.neohapsis.com/archives/vulnwatch/2002-q4/0088.html', 'http://securityreason.com/securityalert/3334', 'http://www.iss.net/security_center/static/10681.php', 'http://www.securityfocus.com/bid/6235', 'http://www.securityfocus.com/archive/1/300929']"
CVE-2002-2416,https://www.cvedetails.com/cve/CVE-2002-2416/,CWE-22,Dir. Trav.,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,Partial,Partial,Directory traversal vulnerability in Zeroo web server 1.5 allows remote attackers to read arbitrary files via a .. (dot dot) in a URL GET request.,[],"['http://archives.neohapsis.com/archives/vulnwatch/2002-q4/0083.html', 'https://cert.uni-stuttgart.de/archive/bugtraq/2002/11/msg00306.html', 'http://www.securityfocus.com/bid/6308', 'http://www.iss.net/security_center/static/10672.php']"
CVE-2002-2415,https://www.cvedetails.com/cve/CVE-2002-2415/,CWE-20,DoS,2002-12-31,2008-09-05,6.8,None,Remote,Low,Single system,None,None,None,Allied Telesyn AT-8024 1.3.1 and Rapier 24 switches allow remote authenticated users to cause a denial of service in the management interface via a stream of zero (null) bytes sent via UDP to a running service.,[],"['http://archives.neohapsis.com/archives/bugtraq/2002-11/0291.html', 'http://www.securityfocus.com/bid/6233', 'http://www.iss.net/security_center/static/10680.php']"
CVE-2002-2414,https://www.cvedetails.com/cve/CVE-2002-2414/,,DoS,2002-12-31,2016-10-17,4.3,None,Remote,Medium,Not required,None,None,None,"Opera 6.0.3, when using Squid 2.4 for HTTPS proxying, does not properly handle when accepting a non-global certificate authority (CA) certificate from a site and establishing a subsequent HTTPS connection, which allows remote attackers to cause a denial of service (crash).",[],"['https://marc.info/?l=full-disclosure&m=103783186608438&w=2', 'http://www.securityfocus.com/bid/6218', 'http://www.iss.net/security_center/static/10673.php']"
CVE-2002-2413,https://www.cvedetails.com/cve/CVE-2002-2413/,,,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,Partial,Partial,WebSite Pro 3.1.11.0 on Windows allows remote attackers to read script source code for files with extensions greater than 3 characters via a URL request that uses the equivalent 8.3 file name.,[],"['http://archives.neohapsis.com/archives/bugtraq/2002-05/0178.html', 'http://www.securityfocus.com/bid/4783', 'http://www.iss.net/security_center/static/9147.php']"
CVE-2002-2412,https://www.cvedetails.com/cve/CVE-2002-2412/,CWE-255,,2002-12-31,2008-09-05,2.1,None,Local,Low,Not required,Partial,None,None,"Winamp 2.80 stores authentication credentials in plaintext in the (1) [HTTP-AUTH] and (2) [winamp] sections in winamp.ini, which allows local users to gain access to other accounts.",[],"['http://online.securityfocus.com/archive/1/273257', 'http://www.securityfocus.com/bid/4781', 'http://www.iss.net/security_center/static/9114.php']"
CVE-2002-2411,https://www.cvedetails.com/cve/CVE-2002-2411/,CWE-119,Exec Code Overflow,2002-12-31,2017-07-28,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Buffer overflow in badmin.c in BannerWheel 1.0 allows remote attackers to execute arbitrary code via a long rcmd command.,[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/9115', 'http://www.securityfocus.com/bid/4782', 'http://seclists.org/lists/bugtraq/2002/May/0183.html']"
CVE-2002-2410,https://www.cvedetails.com/cve/CVE-2002-2410/,CWE-200,+Info,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,"openwebmail.pl in Open WebMail 1.7 and 1.71 reveals sensitive information in error messages and generates different responses whether a user exists or not, which allows remote attackers to identify valid usernames via brute force attacks and obtain certain configuration and version information.",[],"['http://archives.neohapsis.com/archives/bugtraq/2002-11/0278.html', 'http://www.securityfocus.com/bid/6232', 'http://www.iss.net/security_center/static/10684.php']"
CVE-2002-2409,https://www.cvedetails.com/cve/CVE-2002-2409/,CWE-200,+Info,2002-12-31,2008-09-05,3.5,None,Remote,Medium,Single system,Partial,None,None,Photon microGUI in QNX Neutrino realtime operating system (RTOS) 6.1.0 and 6.2.0 allows attackers to read user clipboard information via a direct request to the 1.TEXT file in a directory whose name is a hex-encoded user ID.,[],"['http://archives.neohapsis.com/archives/bugtraq/2002-11/0267.html', 'http://www.securityfocus.com/bid/6207', 'http://www.iss.net/security_center/static/10658.php']"
CVE-2002-2408,https://www.cvedetails.com/cve/CVE-2002-2408/,,Bypass,2002-12-31,2008-09-05,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Gordano Messaging Server (GMS) Mail 8 (a.k.a. NTMail) only filters email messages for the first recipient, which allows remote attackers to bypass JUCE filters by sending a message to more than one user on the GMS server.",[],"['http://www.iss.net/security_center/static/10657.php', 'http://www.gordano.com/kb.htm?q=1709', 'http://www.securityfocus.com/bid/6209', 'http://securitytracker.com/id?1005650']"
CVE-2002-2407,https://www.cvedetails.com/cve/CVE-2002-2407/,CWE-264,+Priv,2002-12-31,2008-09-05,6.9,Admin,Local,Medium,Not required,Complete,Complete,Complete,"Certain patches for QNX Neutrino realtime operating system (RTOS) 6.2.0 set insecure permissions for the files (1) /sbin/io-audio by OS Update Patch A, (2) /bin/shutdown, (3) /sbin/fs-pkg, and (4) phshutdown by QNX experimental patches, (5) cpim, (6) vpim, (7) phrelaycfg, and (8) columns, (9) othello, (10) peg, (11) solitaire, and (12) vpoker in the games pack 2.0.3, which allows local users to gain privileges by modifying the files before permissions are changed.",[],"['http://archives.neohapsis.com/archives/bugtraq/2002-11/0255.html', 'http://www.securityfocus.com/bid/6206', 'http://www.iss.net/security_center/static/10656.php']"
CVE-2002-2406,https://www.cvedetails.com/cve/CVE-2002-2406/,CWE-20,DoS Overflow,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,None,None,"Buffer overflow in HTTP server in LiteServe 2.0, 2.0.1 and 2.0.2 allows remote attackers to cause a denial of service (hang) via a large number of percent characters (%) in an HTTP GET request.",[],"['http://archives.neohapsis.com/archives/vulnwatch/2002-q4/0075.html', 'http://www.securityfocus.com/bid/6192', 'http://www.iss.net/security_center/static/10644.php']"
CVE-2002-2405,https://www.cvedetails.com/cve/CVE-2002-2405/,CWE-264,,2002-12-31,2008-09-05,4.9,None,Remote,Medium,Single system,Partial,Partial,Partial,"Check Point FireWall-1 4.1 and Next Generation (NG), with UserAuth configured to proxy HTTP traffic only, allows remote attackers to pass unauthorized HTTPS, FTP and possibly other traffic through the firewall.",[],"['http://archives.neohapsis.com/archives/bugtraq/2002-09/0219.html', 'http://www.securityfocus.com/bid/5744', 'http://www.iss.net/security_center/static/10139.php']"
CVE-2002-2404,https://www.cvedetails.com/cve/CVE-2002-2404/,CWE-119,DoS Overflow,2002-12-31,2016-10-17,5.0,None,Remote,Low,Not required,None,None,None,Buffer overflow in IISPop email server 1.161 and 1.181 allows remote attackers to cause a denial of service (crash) via a long request to the POP3 port (TCP port 110).,[],"['http://www.iss.net/security_center/static/10632.php', 'http://www.securityfocus.com/bid/6183', 'https://marc.info/?l=bugtraq&m=103729432602720&w=2']"
CVE-2002-2403,https://www.cvedetails.com/cve/CVE-2002-2403/,CWE-22,Dir. Trav.,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,Partial,Partial,"Directory traversal vulnerability in KeyFocus web server 1.0.8 allows remote attackers to read arbitrary files for recognized MIME type files via ""..."", ""...."", ""....."", and other multiple dot sequences.",[],"['http://archives.neohapsis.com/archives/vulnwatch/2002-q4/0073.html', 'http://securityreason.com/securityalert/3331', 'http://www.iss.net/security_center/static/10622.php', 'http://www.keyfocus.net/kfws/support/', 'http://www.securityfocus.com/bid/6180', 'http://www.securityfocus.com/archive/1/299742']"
CVE-2002-2402,https://www.cvedetails.com/cve/CVE-2002-2402/,,,2002-12-31,2016-10-17,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,"SURECOM broadband router EP-4501 uses a default SNMP read community string of ""public"" and a default SNMP read/write community string of ""secret,"" which allows remote attackers to read and modify router configuration information.",[],"['https://marc.info/?l=bugtraq&m=103722782812519&w=2', 'http://www.securityfocus.com/bid/6176', 'http://www.iss.net/security_center/static/10621.php']"
CVE-2002-2401,https://www.cvedetails.com/cve/CVE-2002-2401/,CWE-264,Bypass,2002-12-31,2019-04-30,3.6,None,Local,Low,Not required,Partial,Partial,Partial,"NT Virtual DOS Machine (NTVDM.EXE) in Windows 2000, NT and XP does not verify user execution permissions for 16-bit executable files, which allows local users to bypass the loader and execute arbitrary programs.",[],"['http://www.iss.net/security_center/static/10132.php', 'http://archives.neohapsis.com/archives/bugtraq/2002-09/0211.html', 'https://support.microsoft.com/default.aspx?scid=kb;[LN];319458', 'http://www.securityfocus.com/bid/5740']"
CVE-2002-2400,https://www.cvedetails.com/cve/CVE-2002-2400/,CWE-119,DoS Exec Code Overflow,2002-12-31,2016-10-17,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,Buffer overflow in the httpdProcessRequest function in LibHTTPD 1.2 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a long HTTP POST request.,[],"['http://www.securityfocus.com/bid/6172', 'http://www.iss.net/security_center/static/10615.php', 'http://www.securiteam.com/unixfocus/6H00I2060I.html', 'http://archives.neohapsis.com/archives/bugtraq/2002-11/0305.html', 'https://marc.info/?l=bugtraq&m=103720432411860&w=2']"
CVE-2002-2399,https://www.cvedetails.com/cve/CVE-2002-2399/,CWE-22,Dir. Trav.,2002-12-31,2008-09-05,6.4,None,Remote,Low,Not required,Partial,Partial,Partial,Directory traversal vulnerability in viewAttachment.cgi in W3Mail 1.0.6 allows remote attackers to read arbitrary files via a .. (dot dot) in the file parameter.,[],"['http://archives.neohapsis.com/archives/bugtraq/2002-11/0150.html', 'http://www.securityfocus.com/bid/6170', 'http://www.iss.net/security_center/static/10612.php']"
CVE-2002-2398,https://www.cvedetails.com/cve/CVE-2002-2398/,,,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,Partial,Partial,The new thread posting page in APBoard 2.02 and 2.03 allows remote attackers to post messages to protected forums by modifying the insertinto parameter.,[],"['http://online.securityfocus.com/archive/1/299536', 'http://securityreason.com/securityalert/3332', 'http://www.securityfocus.com/bid/6167', 'http://www.iss.net/security_center/static/10611.php']"
CVE-2002-2397,https://www.cvedetails.com/cve/CVE-2002-2397/,CWE-287,Bypass,2002-12-31,2008-09-05,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,Sygate personal firewall 5.0 could allow remote attackers to bypass firewall filters via spoofed (1) source IP address of 127.0.0.1 or (2) network address of 127.0.0.0.,[],"['http://www.derkeiler.com/Mailing-Lists/VulnWatch/2002-09/0015.html', 'http://www.iss.net/security_center/static/10108.php', 'http://www.securiteam.com/windowsntfocus/5WP0I2A8AI.html']"
CVE-2002-2396,https://www.cvedetails.com/cve/CVE-2002-2396/,CWE-119,Exec Code Overflow,2002-12-31,2008-09-05,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,"Buffer overflow in Advanced TFTP (atftp) 0.5 and 0.6, if installed setuid or setgid, may allow local users to execute arbitrary code via a long argument to the -g option.",[],['http://www.iss.net/security_center/static/10142.php']
CVE-2002-2395,https://www.cvedetails.com/cve/CVE-2002-2395/,CWE-264,Exec Code Bypass,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,Partial,Partial,InterScan VirusWall 3.52 for Windows allows remote attackers to bypass virus protection and possibly execute arbitrary code via HTTP 1.1 gzip content encoding.,[],"['http://www.securityfocus.com/bid/5701', 'http://www.iss.net/security_center/static/10107.php']"
CVE-2002-2394,https://www.cvedetails.com/cve/CVE-2002-2394/,CWE-264,Exec Code Bypass,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,Partial,Partial,InterScan VirusWall 3.6 for Linux and 3.52 for Windows allows remote attackers to bypass virus protection and possibly execute arbitrary code via HTTP 1.1 chunked transfer encoding.,[],"['http://www.iss.net/security_center/static/10106.php', 'http://www.securityfocus.com/bid/5697', 'http://www.securityfocus.com/archive/1/291538']"
CVE-2002-2393,https://www.cvedetails.com/cve/CVE-2002-2393/,CWE-20,DoS,2002-12-31,2010-04-28,5.0,None,Remote,Low,Not required,None,None,None,"Serv-U FTP server 3.0, 3.1 and 4.0.0.4 does not accept new connections while validating user folder access rights, which allows remote attackers to cause a denial of service (no new connections) via a series of MKD commands.",[],"['http://archives.neohapsis.com/archives/bugtraq/2002-11/0109.html', 'http://www.iss.net/security_center/static/10573.php', 'http://www.securityfocus.com/bid/6112']"
CVE-2002-2392,https://www.cvedetails.com/cve/CVE-2002-2392/,,Exec Code,2002-12-31,2008-09-05,6.4,None,Remote,Low,Not required,Partial,Partial,Partial,"Winamp 2.65 through 3.0 stores skin files in a predictable file location, which allows remote attackers to execute arbitrary code via a URL reference to (1) wsz and (2) wal files that contain embedded code.",[],"['http://seclists.org/bugtraq/2002/Jul/0205.html', 'http://www.securityfocus.com/bid/5266', 'http://www.iss.net/security_center/static/9630.php']"
CVE-2002-2391,https://www.cvedetails.com/cve/CVE-2002-2391/,CWE-89,Exec Code Sql,2002-12-31,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,SQL injection vulnerability in index.php of WebChat 1.5 included in XOOPS 1.0 allows remote attackers to execute arbitrary SQL commands via the roomid parameter.,[],"['http://archives.neohapsis.com/archives/bugtraq/2002-11/0136.html', 'http://www.securityfocus.com/bid/6165', 'https://cert.uni-stuttgart.de/archive/bugtraq/2002/11/msg00258.html', 'http://www.iss.net/security_center/static/10606.php']"
CVE-2002-2390,https://www.cvedetails.com/cve/CVE-2002-2390/,CWE-119,DoS Exec Code Overflow,2002-12-31,2008-09-05,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,"Buffer overflow in the IDENT daemon (identd) in Trillian 0.6351, 0.725, 0.73, 0.74 and 1.0 pro allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a long request.",[],"['http://archives.neohapsis.com/archives/bugtraq/2002-09/0206.html', 'http://archives.neohapsis.com/archives/bugtraq/2002-09/0224.html', 'http://lists.grok.org.uk/pipermail/full-disclosure/2002-September/001890.html', 'http://www.securityfocus.com/bid/5733', 'http://www.iss.net/security_center/static/10118.php']"
CVE-2002-2389,https://www.cvedetails.com/cve/CVE-2002-2389/,CWE-255,,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,"TheServer 1.74 web server stores server.ini under the web document root with insufficient access control, which allows remote attackers to obtain cleartext passwords and gain access to server log files.",[],"['http://securitytracker.com/id?1004799', 'http://lists.grok.org.uk/pipermail/full-disclosure/2002-July/000138.html', 'http://www.iss.net/security_center/static/9624.php', 'http://www.securityfocus.com/bid/5250', 'http://www.securityfocus.com/archive/1/295325']"
CVE-2002-2388,https://www.cvedetails.com/cve/CVE-2002-2388/,CWE-119,DoS Overflow,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,None,None,None,Buffer overflow in INweb POP3 mail server 2.01 allows remote attackers to cause a denial of service (crash) via a long HELO command.,[],"['http://www.iss.net/security_center/static/10601.php', 'http://archives.neohapsis.com/archives/vulnwatch/2002-q4/0070.html']"
CVE-2002-2387,https://www.cvedetails.com/cve/CVE-2002-2387/,CWE-22,Dir. Trav.,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,Directory traversal vulnerability in Hyperion FTP server 2.8.1 allows remote attackers to read arbitrary files via a .. (dot dot) in the LS command.,[],"['http://www.iss.net/security_center/static/10599.php', 'http://archives.neohapsis.com/archives/vulnwatch/2002-q4/0069.html']"
CVE-2002-2386,https://www.cvedetails.com/cve/CVE-2002-2386/,CWE-79,XSS,2002-12-31,2008-09-05,4.3,None,Remote,Medium,Not required,None,Partial,Partial,"Cross-site scripting (XSS) vulnerability in the Quizz module for XOOPS 1.0, when allowing on-line question development, allows remote attackers to inject arbitrary web script or HTML via a javascript: URL in the SRC attribute of an IMG tag.",[],"['http://archives.neohapsis.com/archives/bugtraq/2002-11/0131.html', 'http://www.blocus-zone.com/modules/news/article.php?storyid=180', 'http://www.iss.net/security_center/static/10594.php']"
CVE-2002-2385,https://www.cvedetails.com/cve/CVE-2002-2385/,CWE-119,DoS Exec Code Overflow,2002-12-31,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,Buffer overflow in hotfoon4.exe in Hotfoon 4.0 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via a URL containing a long voice phone number.,[],"['http://archives.neohapsis.com/archives/bugtraq/2002-11/0115.html', 'http://www.securityfocus.com/bid/6156', 'http://www.iss.net/security_center/static/10593.php']"
CVE-2002-2384,https://www.cvedetails.com/cve/CVE-2002-2384/,CWE-255,,2002-12-31,2008-09-05,3.6,None,Local,Low,Not required,Partial,Partial,Partial,"hotfoon4.exe in Hotfoon 4.00 stores user names and passwords in cleartext in the hotfoon2 registry key, which allows local users to gain access to user accounts and steal phone service.",[],"['http://archives.neohapsis.com/archives/bugtraq/2002-11/0115.html', 'http://www.securityfocus.com/bid/6155', 'http://www.iss.net/security_center/static/10591.php']"
CVE-2002-2383,https://www.cvedetails.com/cve/CVE-2002-2383/,CWE-89,Exec Code Sql,2002-12-31,2017-07-28,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,SQL injection vulnerability in f2html.pl 0.1 through 0.4 allows remote attackers to execute arbitrary SQL commands via file names.,[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/9596', 'http://www.securityfocus.com/bid/5123']"
CVE-2002-2382,https://www.cvedetails.com/cve/CVE-2002-2382/,CWE-59,+Priv,2002-12-31,2008-09-05,7.2,Admin,Local,Low,Not required,Complete,Complete,Complete,cvsupd.sh in CVSup 1.2 allows local users to overwrite arbitrary files and gain privileges via a symlink attack on /var/tmp/cvsupd.out.,[],"['http://archives.neohapsis.com/archives/freebsd/2002-11/0011.html', 'http://www.securityfocus.com/bid/6150', 'http://www.iss.net/security_center/static/10610.php']"
CVE-2002-2381,https://www.cvedetails.com/cve/CVE-2002-2381/,CWE-119,DoS Exec Code Overflow,2002-12-31,2008-09-05,7.5,User,Remote,Low,Not required,Partial,Partial,Partial,"Multiple buffer overflows in (1) tetrinet_inmessage, (2) speclist_add and (3) config-getthemeinfo of GTetrinet 0.4.3 and earlier allow remote attackers to casue a denial of service and possibly execute arbitrary code.",[],"['http://www.derkeiler.com/Mailing-Lists/securityfocus/bugtraq/2002-11/0303.html', 'http://securitytracker.com/id?1005497', 'http://www.iss.net/security_center/static/10511.php', 'http://www.securityfocus.com/bid/6062', 'https://www.debian.org/security/2002/dsa-205']"
CVE-2002-2380,https://www.cvedetails.com/cve/CVE-2002-2380/,CWE-200,+Info,2002-12-31,2008-09-05,6.4,None,Remote,Low,Not required,Partial,Partial,Partial,NetDSL ADSL Modem 800 with Microsoft Network firmware 5.5.11 allows remote attackers to gain access to configuration menus by sniffing undocumented usernames and passwords from network traffic.,[],"['https://cert.uni-stuttgart.de/archive/bugtraq/2002/10/msg00416.html', 'http://www.securityfocus.com/bid/6064', 'http://www.iss.net/security_center/static/10498.php']"
CVE-2002-2379,https://www.cvedetails.com/cve/CVE-2002-2379/,CWE-310,DoS,2002-12-31,2008-09-05,7.8,None,Remote,Low,Not required,None,None,None,"** DISPUTED **  Cisco AS5350 IOS 12.2(11)T with access control lists (ACLs) applied and possibly with ssh running allows remote attackers to cause a denial of service (crash) via a port scan, possibly due to an ssh bug. NOTE: this issue could not be reproduced by the vendor.",[],"['https://cert.uni-stuttgart.de/archive/bugtraq/2002/10/msg00397.html', 'https://cert.uni-stuttgart.de/archive/bugtraq/2002/10/msg00411.html', 'https://cert.uni-stuttgart.de/archive/bugtraq/2002/10/msg00413.html', 'https://cert.uni-stuttgart.de/archive/bugtraq/2002/10/msg00420.html', 'https://www.cisco.com/en/US/products/hw/univgate/ps501/products_security_notice09186a008024dba2.html', 'http://www.securityfocus.com/bid/6059', 'http://www.iss.net/security_center/static/10522.php']"
CVE-2002-2378,https://www.cvedetails.com/cve/CVE-2002-2378/,CWE-79,XSS,2002-12-31,2008-09-05,4.3,None,Remote,Medium,Not required,None,Partial,Partial,"Cross-site scripting (XSS) vulnerability in AN HTTP 1.41d allows remote attackers to inject arbitrary web script or HTML via a colon (:) in the query string, which is inserted into the resulting error page.",[],"['http://www.iss.net/security_center/static/10487.php', 'https://cert.uni-stuttgart.de/archive/bugtraq/2002/10/msg00387.html', 'http://www.securityfocus.com/bid/6054']"
CVE-2002-2377,https://www.cvedetails.com/cve/CVE-2002-2377/,CWE-79,XSS,2002-12-31,2008-09-05,4.3,None,Remote,Medium,Not required,None,Partial,Partial,"Cross-site scripting (XSS) vulnerability in addentry.cgi in ZAP 1.0.3 allows remote attackers to inject arbitrary SSi directives, web script, and HTML via the entry field.",[],"['http://www.securityfocus.com/bid/5130', 'http://www.iss.net/security_center/static/9472.php', 'http://www.securityfocus.com/bid/5131', 'http://www.iss.net/security_center/static/9471.php']"
CVE-2002-2376,https://www.cvedetails.com/cve/CVE-2002-2376/,CWE-79,XSS,2002-12-31,2008-09-05,4.3,None,Remote,Medium,Not required,None,Partial,Partial,"Cross-site scripting (XSS) vulnerability in E-Guest_sign.pl in E-Guest 1.1 allows remote attackers to inject arbitrary SSI directives, web script, and HTML via the (1) full name, (2) email, (3) homepage, and (4) location parameters.  NOTE: this issue might overlap CVE-2005-1605.",[],"['http://archives.neohapsis.com/archives/bugtraq/2002-06/0388.html', 'http://www.iss.net/security_center/static/9469.php', 'http://www.iss.net/security_center/static/9470.php', 'http://www.securityfocus.com/bid/5129', 'http://www.securityfocus.com/bid/5128']"
CVE-2002-2375,https://www.cvedetails.com/cve/CVE-2002-2375/,CWE-22,Dir. Trav.,2002-12-31,2008-09-05,5.0,None,Remote,Low,Not required,Partial,None,None,"Directory traversal vulnerability in CommuniGate Pro 4.0b4 and possibly earlier versions allows remote attackers to list the contents of the WebUser directory and its parent directory via a (1) .. (dot dot) or (2) . (dot) in a URL.  NOTE: it is not clear whether this issue reveals any more information regarding directory structure than is already available to any CommuniGate Pro user, although there is a possibility that it could be used to infer product version information.",[],"['http://archives.neohapsis.com/archives/bugtraq/2002-07/0016.html', 'http://www.iss.net/security_center/static/9463.php']"
CVE-2002-2374,https://www.cvedetails.com/cve/CVE-2002-2374/,CWE-59,,2002-12-31,2008-09-05,10.0,Admin,Remote,Low,Not required,Complete,Complete,Complete,"Unspecified vulnerability in pprosetup in Sun PatchPro 2.0 has unknown impact and attack vectors related to ""unsafe use of temporary files.""",[],"['http://www.securityfocus.com/bid/5540', 'http://sunsolve.sun.com/search/document.do?assetkey=1-21-113176-01-1&searchclause=113176']"
