cve_id,cve_href,cwe_id,vuln_type,publish_date,update_date,score,acces_level,access,complexity,authentication,confidentiality,integrity,availability,summary,github,refs
CVE-2012-6064,https://www.cvedetails.com/cve/CVE-2012-6064/,CWE-22,Dir. Trav. CSRF,2012-12-03,2017-08-28,3.5,None,Remote,Medium,Single system,None,Partial,Partial,Directory traversal vulnerability in lib/filemanager/imagemanager/images.php in CMS Made Simple (CMSMS) before 1.11.2.1 allows remote authenticated administrators to delete arbitrary files via a .. (dot dot) in the deld parameter.  NOTE: this can be leveraged using CSRF (CVE-2012-5450) to allow remote attackers to delete arbitrary files.,[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/79881', 'https://www.htbridge.com/advisory/HTB23121', 'http://viewsvn.cmsmadesimple.org/diff.php?repname=cmsmadesimple&path=%2Ftrunk%2Flib%2Ffilemanager%2FImageManager%2FClasses%2FImageManager.php&rev=8400&peg=8498', 'http://archives.neohapsis.com/archives/bugtraq/2012-11/0035.html', 'http://forum.cmsmadesimple.org/viewtopic.php?f=1&t=63545', 'http://packetstormsecurity.org/files/117951/CMS-Made-Simple-1.11.2-Cross-Site-Request-Forgery.html']"
CVE-2012-6063,https://www.cvedetails.com/cve/CVE-2012-6063/,CWE-399,DoS Exec Code,2012-11-30,2012-12-19,7.5,None,Remote,Low,Not required,Partial,Partial,Partial,"Double free vulnerability in the sftp_mkdir function in sftp.c in libssh before 0.5.3 allows remote attackers to cause a denial of service (crash) and possibly execute arbitrary code via unspecified vectors, a different vector than CVE-2012-4559.",[],"['https://bugzilla.redhat.com/show_bug.cgi?id=871612', 'https://www.debian.org/security/2012/dsa-2577', 'https://www.libssh.org/2012/11/20/libssh-0-5-3-security-release/']"
CVE-2012-6062,https://www.cvedetails.com/cve/CVE-2012-6062/,CWE-20,DoS,2012-12-05,2017-09-18,5.0,None,Remote,Low,Not required,None,None,None,The dissect_rtcp_app function in epan/dissectors/packet-rtcp.c in the RTCP dissector in Wireshark 1.6.x before 1.6.12 and 1.8.x before 1.8.4 allows remote attackers to cause a denial of service (infinite loop) via a crafted packet.,[],"['https://www.wireshark.org/security/wnpa-sec-2012-38.html', 'https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=7879', 'https://rhn.redhat.com/errata/RHSA-2014-0341.html', 'http://lists.opensuse.org/opensuse-updates/2013-01/msg00042.html', 'https://anonsvn.wireshark.org/viewvc?view=revision&revision=45717', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00022.html', 'https://anonsvn.wireshark.org/viewvc/trunk/epan/dissectors/packet-rtcp.c?r1=45717&r2=45716&pathrev=45717']"
CVE-2012-6061,https://www.cvedetails.com/cve/CVE-2012-6061/,CWE-189,DoS Overflow,2012-12-05,2017-09-18,5.0,None,Remote,Low,Not required,None,None,None,"The dissect_wtp_common function in epan/dissectors/packet-wtp.c in the WTP dissector in Wireshark 1.6.x before 1.6.12 and 1.8.x before 1.8.4 uses an incorrect data type for a certain length field, which allows remote attackers to cause a denial of service (integer overflow and infinite loop) via a crafted value in a packet.",[],"['https://www.wireshark.org/security/wnpa-sec-2012-37.html', 'https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=7869', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00022.html', 'http://lists.opensuse.org/opensuse-updates/2013-01/msg00042.html', 'https://rhn.redhat.com/errata/RHSA-2014-0341.html', 'https://anonsvn.wireshark.org/viewvc/trunk/epan/dissectors/packet-wtp.c?r1=45614&r2=45613&pathrev=45614', 'https://anonsvn.wireshark.org/viewvc?view=revision&revision=45614']"
CVE-2012-6060,https://www.cvedetails.com/cve/CVE-2012-6060/,CWE-189,DoS Overflow,2012-12-05,2017-09-18,5.0,None,Remote,Low,Not required,None,None,None,Integer overflow in the dissect_iscsi_pdu function in epan/dissectors/packet-iscsi.c in the iSCSI dissector in Wireshark 1.6.x before 1.6.12 and 1.8.x before 1.8.4 allows remote attackers to cause a denial of service (infinite loop) via a malformed packet.,[],"['https://www.wireshark.org/security/wnpa-sec-2012-36.html', 'https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=7858', 'https://rhn.redhat.com/errata/RHSA-2014-0341.html', 'https://anonsvn.wireshark.org/viewvc/trunk/epan/dissectors/packet-iscsi.c?r1=45524&r2=45523&pathrev=45524', 'http://lists.opensuse.org/opensuse-updates/2013-01/msg00042.html', 'https://anonsvn.wireshark.org/viewvc?view=revision&revision=45524', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00022.html']"
CVE-2012-6059,https://www.cvedetails.com/cve/CVE-2012-6059/,CWE-20,DoS,2012-12-05,2017-09-18,5.0,None,Remote,Low,Not required,None,None,None,"The dissect_isakmp function in epan/dissectors/packet-isakmp.c in the ISAKMP dissector in Wireshark 1.6.x before 1.6.12 and 1.8.x before 1.8.4 uses an incorrect data structure to determine IKEv2 decryption parameters, which allows remote attackers to cause a denial of service (application crash) via a malformed packet.",[],"['http://lists.opensuse.org/opensuse-updates/2013-01/msg00042.html', 'https://www.wireshark.org/security/wnpa-sec-2012-35.html', 'https://anonsvn.wireshark.org/viewvc/trunk/epan/dissectors/packet-isakmp.c?r1=45510&r2=45509&pathrev=45510', 'https://anonsvn.wireshark.org/viewvc?view=revision&revision=45510', 'https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=7855', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00022.html']"
CVE-2012-6058,https://www.cvedetails.com/cve/CVE-2012-6058/,CWE-189,DoS Overflow,2012-12-05,2017-09-18,5.0,None,Remote,Low,Not required,None,None,None,Integer overflow in the dissect_icmpv6 function in epan/dissectors/packet-icmpv6.c in the ICMPv6 dissector in Wireshark 1.6.x before 1.6.12 and 1.8.x before 1.8.4 allows remote attackers to cause a denial of service (infinite loop) via a crafted Number of Sources value.,[],"['https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=7844', 'https://www.wireshark.org/security/wnpa-sec-2012-40.html', 'http://lists.opensuse.org/opensuse-updates/2013-01/msg00042.html', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00022.html', 'https://anonsvn.wireshark.org/viewvc?view=revision&revision=45459', 'https://anonsvn.wireshark.org/viewvc/trunk/epan/dissectors/packet-icmpv6.c?r1=45459&r2=45458&pathrev=45459']"
CVE-2012-6057,https://www.cvedetails.com/cve/CVE-2012-6057/,CWE-189,DoS Overflow,2012-12-05,2017-09-18,5.0,None,Remote,Low,Not required,None,None,None,"The dissect_eigrp_metric_comm function in epan/dissectors/packet-eigrp.c in the EIGRP dissector in Wireshark 1.8.x before 1.8.4 uses the wrong data type for a certain offset value, which allows remote attackers to cause a denial of service (integer overflow and infinite loop) via a malformed packet.",[],"['https://anonsvn.wireshark.org/viewvc?view=revision&revision=45408', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00022.html', 'https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=7800', 'https://www.wireshark.org/security/wnpa-sec-2012-34.html', 'http://lists.opensuse.org/opensuse-updates/2013-01/msg00042.html', 'https://anonsvn.wireshark.org/viewvc/trunk/epan/dissectors/packet-eigrp.c?r1=45408&r2=45407&pathrev=45408']"
CVE-2012-6056,https://www.cvedetails.com/cve/CVE-2012-6056/,CWE-189,DoS Overflow,2012-12-05,2017-09-18,5.0,None,Remote,Low,Not required,None,None,None,Integer overflow in the dissect_sack_chunk function in epan/dissectors/packet-sctp.c in the SCTP dissector in Wireshark 1.8.x before 1.8.4 allows remote attackers to cause a denial of service (infinite loop) via a crafted Duplicate TSN count.,[],"['https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=7802', 'https://www.wireshark.org/security/wnpa-sec-2012-33.html', 'https://anonsvn.wireshark.org/viewvc?view=revision&revision=45355', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00022.html', 'https://rhn.redhat.com/errata/RHSA-2014-0341.html', 'https://anonsvn.wireshark.org/viewvc/trunk/epan/dissectors/packet-sctp.c?r1=45355&r2=45354&pathrev=45355', 'http://lists.opensuse.org/opensuse-updates/2013-01/msg00042.html']"
CVE-2012-6055,https://www.cvedetails.com/cve/CVE-2012-6055/,CWE-189,DoS,2012-12-05,2017-09-18,5.0,None,Remote,Low,Not required,None,None,None,epan/dissectors/packet-3g-a11.c in the 3GPP2 A11 dissector in Wireshark 1.8.x before 1.8.4 allows remote attackers to cause a denial of service (infinite loop) via a zero value in a sub-type length field.,[],"['http://lists.opensuse.org/opensuse-updates/2013-01/msg00042.html', 'https://www.wireshark.org/security/wnpa-sec-2012-39.html', 'https://anonsvn.wireshark.org/viewvc/trunk/epan/dissectors/packet-3g-a11.c?r1=45337&r2=45336&pathrev=45337', 'https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=7801', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00022.html', 'https://anonsvn.wireshark.org/viewvc?view=revision&revision=45337']"
CVE-2012-6054,https://www.cvedetails.com/cve/CVE-2012-6054/,CWE-189,DoS,2012-12-05,2017-09-18,5.0,None,Remote,Low,Not required,None,None,None,"The dissect_sflow_245_address_type function in epan/dissectors/packet-sflow.c in the sFlow dissector in Wireshark 1.8.x before 1.8.4 does not properly handle length calculations for an invalid IP address type, which allows remote attackers to cause a denial of service (infinite loop) via a packet that is neither IPv4 nor IPv6.",[],"['http://lists.opensuse.org/opensuse-updates/2013-01/msg00042.html', 'https://anonsvn.wireshark.org/viewvc?view=revision&revision=45324', 'https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=7789', 'https://www.wireshark.org/security/wnpa-sec-2012-32.html', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00022.html', 'https://anonsvn.wireshark.org/viewvc/trunk/epan/dissectors/packet-sflow.c?r1=45324&r2=45323&pathrev=45324']"
CVE-2012-6053,https://www.cvedetails.com/cve/CVE-2012-6053/,CWE-189,DoS,2012-12-05,2017-09-18,5.0,None,Remote,Low,Not required,None,None,None,"epan/dissectors/packet-usb.c in the USB dissector in Wireshark 1.6.x before 1.6.12 and 1.8.x before 1.8.4 relies on a length field to calculate an offset value, which allows remote attackers to cause a denial of service (infinite loop) via a zero value for this field.",[],"['https://anonsvn.wireshark.org/viewvc?view=revision&revision=45310', 'https://bugs.wireshark.org/bugzilla/show_bug.cgi?id=7787', 'https://www.wireshark.org/security/wnpa-sec-2012-31.html', 'http://lists.opensuse.org/opensuse-updates/2013-01/msg00042.html', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00022.html', 'https://anonsvn.wireshark.org/viewvc/trunk/epan/dissectors/packet-usb.c?r1=45310&r2=45309&pathrev=45310']"
CVE-2012-6052,https://www.cvedetails.com/cve/CVE-2012-6052/,CWE-200,+Info,2012-12-05,2017-09-18,5.0,None,Remote,Low,Not required,Partial,None,None,Wireshark 1.8.x before 1.8.4 allows remote attackers to obtain sensitive hostname information by reading pcap-ng files.,[],"['https://www.wireshark.org/security/wnpa-sec-2012-30.html', 'http://lists.opensuse.org/opensuse-updates/2013-01/msg00042.html', 'http://lists.opensuse.org/opensuse-updates/2012-12/msg00022.html']"
CVE-2012-6051,https://www.cvedetails.com/cve/CVE-2012-6051/,CWE-310,DoS,2012-11-28,2012-11-29,5.0,None,Remote,Low,Not required,None,None,None,"Google CityHash computes hash values without properly restricting the ability to trigger hash collisions predictably, which allows context-dependent attackers to cause a denial of service (CPU consumption) via crafted input to an application that maintains a hash table, as demonstrated by a universal multicollision attack.",[],"['http://2012.appsec-forum.ch/conferences/#c17', 'https://code.google.com/p/cityhash/source/browse/trunk/NEWS', 'https://asfws12.files.wordpress.com/2012/11/asfws2012-jean_philippe_aumasson-martin_bosslet-hash_flooding_dos_reloaded.pdf', 'https://www.131002.net/data/talks/appsec12_slides.pdf']"
CVE-2012-6050,https://www.cvedetails.com/cve/CVE-2012-6050/,CWE-16,DoS,2012-11-26,2017-08-28,6.4,None,Remote,Low,Not required,Partial,None,None,"The winbox service in MikroTik RouterOS 5.15 and earlier allows remote attackers to cause a denial of service (CPU consumption), read the router version, and possibly have other impacts via a request to download the router's DLLs or plugins, as demonstrated by roteros.dll.",[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/75327', 'https://www.exploit-db.com/exploits/18817', 'http://www.133tsec.com/2012/04/30/0day-ddos-mikrotik-server-side-ddos-attack/']"
CVE-2012-6049,https://www.cvedetails.com/cve/CVE-2012-6049/,CWE-200,+Info,2012-11-26,2017-08-28,5.0,None,Remote,Low,Not required,Partial,None,None,"Open Solution Quick.Cart 5.0 allows remote attackers to obtain sensitive information via (1) a long string or (2) invalid characters in a cookie, which reveals the installation path in an error message.",[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/75204', 'https://hauntit.blogspot.com/2012/03/en-quickcartv50-information-disclosure.html', 'http://packetstormsecurity.org/files/112242/Quick.Cart-5.0-Information-Disclosure.html']"
CVE-2012-6048,https://www.cvedetails.com/cve/CVE-2012-6048/,CWE-119,DoS Overflow,2012-11-26,2012-11-27,5.0,None,Remote,Low,Not required,None,None,None,Guitar Pro 6.1.1 r10791 allows remote attackers to cause a denial of service (crash) via a long string in a gpx file.,[],"['http://www.osvdb.org/81828', 'https://www.exploit-db.com/exploits/18851']"
CVE-2012-6047,https://www.cvedetails.com/cve/CVE-2012-6047/,CWE-352,CSRF,2012-11-26,2012-11-27,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,Cross-site request forgery (CSRF) vulnerability in X7 Chat 2.0.5.1 and earlier allows remote attackers to hijack the authentication of administrators for requests that add a user to an arbitrary group via the users page in an adminpanel action to index.php.,[],['https://www.exploit-db.com/exploits/18850']
CVE-2012-6046,https://www.cvedetails.com/cve/CVE-2012-6046/,CWE-94,,2012-11-26,2017-08-28,10.0,None,Remote,Low,Not required,Complete,Complete,Complete,Static code injection vulnerability in admin/banners.php in PHP Enter allows remote attackers to inject arbitrary PHP code into horad.php via the code parameter.,[],"['http://packetstormsecurity.org/files/112536/PHP-Enter-Code-Injection.html', 'http://www.securityfocus.com/bid/53426', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/75464']"
CVE-2012-6045,https://www.cvedetails.com/cve/CVE-2012-6045/,CWE-79,XSS,2012-11-26,2017-08-28,4.3,None,Remote,Medium,Not required,None,Partial,Partial,"Cross-site scripting (XSS) vulnerability in gb/user/index.php in Ramui Forum, possibly 1.0 Beta, allows remote attackers to inject arbitrary web script or HTML via the query parameter.",[],"['http://www.securityfocus.com/bid/53411', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/75440', 'http://packetstormsecurity.org/files/112495/Ramui-Forum-Script-Cross-Site-Scripting.html']"
CVE-2012-6044,https://www.cvedetails.com/cve/CVE-2012-6044/,CWE-20,DoS,2012-11-26,2017-08-28,4.3,None,Remote,Medium,Not required,None,None,None,M-Player 0.4 allows remote attackers to cause a denial of service (crash) via a crafted MP3 file.,[],"['https://exchange.xforce.ibmcloud.com/vulnerabilities/72242', 'https://www.exploit-db.com/exploits/18337', 'http://www.securityfocus.com/bid/51318']"
